Protocol,FIN Flag Cnt,Init Bwd Win Byts,SYN Flag Cnt,Down/Up Ratio,Src Port,Dst Port,ACK Flag Cnt,Bwd Header Len,Fwd Pkt Len Min,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Label
6,1,63,0,2,80,39302,1,232,0,192.168.3.130-200.175.2.130-80-39302-6,192.168.3.130,80,200.175.2.130,39302,6,9/1/2020 16:30,Probe
17,0,-1,0,1,46835,53,0,40,32,192.168.20.133-192.168.20.2-46835-53-17,192.168.20.133,46835,192.168.20.2,53,17,5/2/2020 13:36,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-96.93.96.207-0-0-0,96.93.96.207,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,187.182.234.221-192.168.3.130-0-0-0,187.182.234.221,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,43533,1,232,0,192.168.3.130-200.175.2.130-80-43533-6,192.168.3.130,80,200.175.2.130,43533,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,169.191.115.22-192.168.3.130-0-0-0,169.191.115.22,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,51376,53,0,24,29,192.168.20.133-192.168.20.2-51376-53-17,192.168.20.133,51376,192.168.20.2,53,17,5/2/2020 13:39,Normal
6,0,64240,0,1,60460,443,1,400,0,172.217.8.163-192.168.20.133-443-60460-6,192.168.20.133,60460,172.217.8.163,443,6,5/2/2020 14:34,Normal
0,0,-1,0,0,0,0,0,0,0,154.4.107.72-192.168.3.130-0-0-0,154.4.107.72,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-113.120.5.200-0-0-0,113.120.5.200,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-32.168.166.34-0-0-0,32.168.166.34,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,3,0,0,0,0,0,192.168.3.130-2.94.110.3-0-0-0,2.94.110.3,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,1,1,37626,443,0,184,0,192.168.20.133-74.125.193.154-37626-443-6,192.168.20.133,37626,74.125.193.154,443,6,5/2/2020 14:01,Normal
0,0,-1,0,0,0,0,0,0,0,181.227.145.73-192.168.3.130-0-0-0,181.227.145.73,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,45473,1,64,0,192.168.3.130-200.175.2.130-80-45473-6,192.168.3.130,80,200.175.2.130,45473,6,9/1/2020 16:32,Probe
6,0,215,1,1,58016,80,0,400,0,192.168.3.130-200.175.2.130-80-58016-6,200.175.2.130,58016,192.168.3.130,80,6,9/1/2020 19:48,DoS
17,0,-1,0,3,53754,53,0,24,36,192.168.20.133-192.168.20.2-53754-53-17,192.168.20.133,53754,192.168.20.2,53,17,5/2/2020 13:43,Normal
0,0,-1,0,0,0,0,0,0,0,164.32.237.248-192.168.3.130-0-0-0,164.32.237.248,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,0,80,43252,1,64,0,192.168.3.130-200.175.2.130-80-43252-6,192.168.3.130,80,200.175.2.130,43252,6,9/1/2020 16:32,Probe
6,1,63,0,0,80,38504,1,64,0,192.168.3.130-200.175.2.130-80-38504-6,192.168.3.130,80,200.175.2.130,38504,6,9/1/2020 16:30,Probe
17,0,-1,0,1,53,37353,0,8,95,192.168.20.129-192.168.20.2-37353-53-17,192.168.20.2,53,192.168.20.129,37353,17,7/2/2020 19:51,Normal
17,0,-1,0,3,44657,53,0,24,38,192.168.20.133-192.168.20.2-44657-53-17,192.168.20.133,44657,192.168.20.2,53,17,4/2/2020 18:26,Normal
0,0,-1,0,0,0,0,0,0,0,169.214.161.118-192.168.3.130-0-0-0,169.214.161.118,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-42.59.76.98-0-0-0,42.59.76.98,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,46317,53,0,24,33,192.168.20.133-192.168.20.2-46317-53-17,192.168.20.133,46317,192.168.20.2,53,17,4/2/2020 18:24,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-7.201.186.73-0-0-0,7.201.186.73,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-76.195.23.221-0-0-0,76.195.23.221,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,0,1,0,37863,9409,0,60,0,192.168.3.130-200.175.2.130-9409-37863-6,200.175.2.130,37863,192.168.3.130,9409,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-38.79.151.73-0-0-0,38.79.151.73,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,39309,80,0,144,0,192.168.3.130-200.175.2.130-80-39309-6,200.175.2.130,39309,192.168.3.130,80,6,9/1/2020 16:30,Probe
17,0,-1,0,3,56977,53,0,24,33,192.168.20.133-192.168.20.2-56977-53-17,192.168.20.133,56977,192.168.20.2,53,17,5/2/2020 13:30,Normal
6,0,0,0,1,443,55572,1,80,0,185.127.17.56-192.168.20.133-443-55572-6,185.127.17.56,443,192.168.20.133,55572,6,5/2/2020 14:08,Normal
17,0,-1,0,3,54430,53,0,24,35,192.168.20.133-192.168.20.2-54430-53-17,192.168.20.133,54430,192.168.20.2,53,17,5/2/2020 14:55,Normal
17,0,-1,0,3,33813,53,0,24,33,192.168.20.133-192.168.20.2-33813-53-17,192.168.20.133,33813,192.168.20.2,53,17,5/2/2020 12:30,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-64.227.1.165-0-0-0,64.227.1.165,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,1,1,60874,443,0,664,0,185.127.17.56-192.168.20.133-443-60874-6,192.168.20.133,60874,185.127.17.56,443,6,5/2/2020 14:50,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-219.64.110.150-0-0-0,219.64.110.150,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,215,1,1,34243,80,0,144,0,192.168.3.130-200.175.2.130-80-34243-6,200.175.2.130,34243,192.168.3.130,80,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-8.103.34.44-0-0-0,8.103.34.44,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,38731,53,0,24,33,192.168.20.133-192.168.20.2-38731-53-17,192.168.20.133,38731,192.168.20.2,53,17,5/2/2020 14:47,Normal
6,1,63,0,2,80,46757,1,232,0,192.168.3.130-200.175.2.130-80-46757-6,192.168.3.130,80,200.175.2.130,46757,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,154.165.255.252-192.168.3.130-0-0-0,154.165.255.252,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,137.25.81.196-192.168.3.130-0-0-0,137.25.81.196,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,0,443,51108,1,20,0,192.168.20.133-38.140.99.21-51108-443-6,38.140.99.21,443,192.168.20.133,51108,6,5/2/2020 14:25,Normal
0,0,-1,0,0,0,0,0,0,0,150.245.255.38-192.168.3.130-0-0-0,150.245.255.38,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-6.122.89.219-0-0-0,6.122.89.219,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,42439,1,64,0,192.168.3.130-200.175.2.130-80-42439-6,192.168.3.130,80,200.175.2.130,42439,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-20.111.69.130-0-0-0,20.111.69.130,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,154.59.89.219-192.168.3.130-0-0-0,154.59.89.219,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,52897,53,0,24,33,192.168.20.133-192.168.20.2-52897-53-17,192.168.20.133,52897,192.168.20.2,53,17,5/2/2020 14:10,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-7.253.158.240-0-0-0,7.253.158.240,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,40936,1,64,0,192.168.3.130-200.175.2.130-80-40936-6,192.168.3.130,80,200.175.2.130,40936,6,9/1/2020 16:33,Probe
6,0,64240,0,0,443,49512,1,20,0,192.168.20.133-66.218.84.140-49512-443-6,66.218.84.140,443,192.168.20.133,49512,6,7/2/2020 17:38,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-58.131.43.231-0-0-0,58.131.43.231,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,40802,80,0,144,0,192.168.3.130-200.175.2.130-80-40802-6,200.175.2.130,40802,192.168.3.130,80,6,9/1/2020 16:30,Probe
6,1,63,0,0,80,46566,1,64,0,192.168.3.130-200.175.2.130-80-46566-6,192.168.3.130,80,200.175.2.130,46566,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,145.253.126.138-192.168.3.130-0-0-0,145.253.126.138,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,150.161.76.4-192.168.3.130-0-0-0,150.161.76.4,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,0,443,33358,1,20,0,192.168.20.133-99.86.122.4-33358-443-6,99.86.122.4,443,192.168.20.133,33358,6,4/2/2020 18:26,Normal
6,0,64240,1,0,33340,443,0,484,0,192.168.20.133-35.163.175.48-33340-443-6,192.168.20.133,33340,35.163.175.48,443,6,5/2/2020 12:15,Normal
17,0,-1,0,0,52509,1900,0,8,174,192.168.20.1-239.255.255.250-52509-1900-17,192.168.20.1,52509,239.255.255.250,1900,17,7/2/2020 17:14,Normal
17,0,-1,0,3,59293,53,0,24,47,192.168.20.133-192.168.20.2-59293-53-17,192.168.20.133,59293,192.168.20.2,53,17,5/2/2020 12:01,Normal
6,1,63,0,2,80,44973,1,232,0,192.168.3.130-200.175.2.130-80-44973-6,192.168.3.130,80,200.175.2.130,44973,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,146.241.39.114-192.168.3.130-0-0-0,146.241.39.114,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
17,0,-1,0,3,39175,53,0,24,36,192.168.20.133-192.168.20.2-39175-53-17,192.168.20.133,39175,192.168.20.2,53,17,4/2/2020 18:26,Normal
6,1,63,0,0,80,44798,1,64,0,192.168.3.130-200.175.2.130-80-44798-6,192.168.3.130,80,200.175.2.130,44798,6,9/1/2020 16:33,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-103.148.9.189-0-0-0,103.148.9.189,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-29.170.20.153-0-0-0,29.170.20.153,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,64240,0,1,47948,443,1,380,0,192.168.20.133-3.215.232.56-47948-443-6,192.168.20.133,47948,3.215.232.56,443,6,5/2/2020 12:50,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-98.39.39.138-0-0-0,98.39.39.138,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-50.56.83.156-0-0-0,50.56.83.156,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,43017,1,232,0,192.168.3.130-200.175.2.130-80-43017-6,192.168.3.130,80,200.175.2.130,43017,6,9/1/2020 16:29,Probe
6,1,63,0,2,80,36349,1,232,0,192.168.3.130-200.175.2.130-80-36349-6,192.168.3.130,80,200.175.2.130,36349,6,9/1/2020 16:32,Probe
6,0,0,1,0,41781,8159,0,60,0,192.168.3.130-200.175.2.130-8159-41781-6,200.175.2.130,41781,192.168.3.130,8159,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-119.177.238.141-0-0-0,119.177.238.141,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,0,1,0,43191,7174,0,60,0,192.168.3.130-200.175.2.130-7174-43191-6,200.175.2.130,43191,192.168.3.130,7174,6,9/1/2020 17:32,Probe
6,0,64240,0,1,42538,443,1,400,0,192.168.20.133-52.155.93.113-42538-443-6,192.168.20.133,42538,52.155.93.113,443,6,7/2/2020 18:13,Normal
6,0,64240,1,0,59718,443,0,364,0,192.168.20.133-74.214.194.133-59718-443-6,192.168.20.133,59718,74.214.194.133,443,6,5/2/2020 14:04,Normal
0,0,-1,0,0,0,0,0,0,0,130.189.241.154-192.168.3.130-0-0-0,130.189.241.154,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,145.120.124.238-192.168.3.130-0-0-0,145.120.124.238,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,45503,53,0,24,30,192.168.20.133-192.168.20.2-45503-53-17,192.168.20.133,45503,192.168.20.2,53,17,5/2/2020 14:41,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-30.68.191.72-0-0-0,30.68.191.72,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,187.185.246.143-192.168.3.130-0-0-0,187.185.246.143,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,1,51258,443,0,2644,0,192.168.20.133-74.125.168.10-51258-443-6,192.168.20.133,51258,74.125.168.10,443,6,7/2/2020 16:48,Normal
6,0,0,1,0,58954,1708,0,40,0,192.168.3.130-200.175.2.130-1708-58954-6,200.175.2.130,58954,192.168.3.130,1708,6,9/1/2020 17:47,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-83.81.31.158-0-0-0,83.81.31.158,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,174.4.114.83-192.168.3.130-0-0-0,174.4.114.83,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,35465,1,232,0,192.168.3.130-200.175.2.130-80-35465-6,192.168.3.130,80,200.175.2.130,35465,6,9/1/2020 16:30,Probe
17,0,-1,0,3,49946,53,0,24,36,192.168.20.133-192.168.20.2-49946-53-17,192.168.20.133,49946,192.168.20.2,53,17,5/2/2020 13:59,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-125.188.19.195-0-0-0,125.188.19.195,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-97.103.165.139-0-0-0,97.103.165.139,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,42663,1,232,0,192.168.3.130-200.175.2.130-80-42663-6,192.168.3.130,80,200.175.2.130,42663,6,9/1/2020 16:30,Probe
6,0,64240,0,1,38422,443,1,2160,0,192.168.20.133-34.95.120.147-38422-443-6,192.168.20.133,38422,34.95.120.147,443,6,5/2/2020 13:32,Normal
6,1,63,0,2,80,41731,1,232,0,192.168.3.130-200.175.2.130-80-41731-6,192.168.3.130,80,200.175.2.130,41731,6,9/1/2020 16:29,Probe
17,0,-1,0,3,44390,53,0,24,38,192.168.20.133-192.168.20.2-44390-53-17,192.168.20.133,44390,192.168.20.2,53,17,5/2/2020 14:01,Normal
6,0,64240,1,1,59524,443,0,344,0,192.168.20.133-37.252.173.38-59524-443-6,192.168.20.133,59524,37.252.173.38,443,6,5/2/2020 14:06,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-75.120.113.236-0-0-0,75.120.113.236,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,43614,80,0,144,0,192.168.3.130-200.175.2.130-80-43614-6,200.175.2.130,43614,192.168.3.130,80,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-221.166.43.107-0-0-0,221.166.43.107,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,215,1,1,37178,80,0,144,0,192.168.3.130-200.175.2.130-80-37178-6,200.175.2.130,37178,192.168.3.130,80,6,9/1/2020 16:30,Probe
6,0,64240,0,0,443,35554,1,20,0,192.168.20.133-74.214.194.133-35554-443-6,74.214.194.133,443,192.168.20.133,35554,6,5/2/2020 14:34,Normal
0,0,-1,0,0,0,0,0,0,0,177.50.236.29-192.168.3.130-0-0-0,177.50.236.29,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,36731,1,232,0,192.168.3.130-200.175.2.130-80-36731-6,192.168.3.130,80,200.175.2.130,36731,6,9/1/2020 16:29,Probe
0,0,-1,0,0,0,0,0,0,0,150.110.189.10-192.168.3.130-0-0-0,150.110.189.10,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,0,1,49164,443,1,580,0,192.168.20.133-74.125.193.157-49164-443-6,192.168.20.133,49164,74.125.193.157,443,6,5/2/2020 13:38,Normal
6,0,65535,0,1,51196,443,1,20,0,192.168.20.133-74.125.168.10-51196-443-6,192.168.20.133,51196,74.125.168.10,443,6,7/2/2020 16:34,Normal
6,0,0,1,0,39255,5260,0,60,0,192.168.3.130-200.175.2.130-5260-39255-6,200.175.2.130,39255,192.168.3.130,5260,6,9/1/2020 17:32,Probe
0,0,-1,0,0,0,0,0,0,0,179.128.204.182-192.168.3.130-0-0-0,179.128.204.182,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,37597,53,0,24,34,192.168.20.133-192.168.20.2-37597-53-17,192.168.20.133,37597,192.168.20.2,53,17,5/2/2020 13:35,Normal
6,1,63,0,2,80,42513,1,232,0,192.168.3.130-200.175.2.130-80-42513-6,192.168.3.130,80,200.175.2.130,42513,6,9/1/2020 16:31,Probe
6,0,64240,1,1,55790,443,0,324,0,185.127.17.56-192.168.20.133-443-55790-6,192.168.20.133,55790,185.127.17.56,443,6,5/2/2020 14:10,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-2.110.208.199-0-0-0,2.110.208.199,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,51314,53,0,24,36,192.168.20.133-192.168.20.2-51314-53-17,192.168.20.133,51314,192.168.20.2,53,17,7/2/2020 14:14,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-63.123.241.156-0-0-0,63.123.241.156,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,3,38816,53,0,24,40,192.168.20.133-192.168.20.2-38816-53-17,192.168.20.133,38816,192.168.20.2,53,17,5/2/2020 14:00,Normal
17,0,-1,0,3,37489,53,0,24,40,192.168.20.133-192.168.20.2-37489-53-17,192.168.20.133,37489,192.168.20.2,53,17,5/2/2020 13:35,Normal
6,0,215,0,1,58132,80,1,160,0,192.168.3.130-200.175.2.130-80-58132-6,200.175.2.130,58132,192.168.3.130,80,6,9/1/2020 19:50,DoS
17,0,-1,0,3,48555,53,0,24,30,192.168.20.133-192.168.20.2-48555-53-17,192.168.20.133,48555,192.168.20.2,53,17,5/2/2020 13:43,Normal
0,0,-1,0,0,0,0,0,0,0,130.134.183.157-192.168.3.130-0-0-0,130.134.183.157,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,1,53,57031,0,8,95,192.168.20.129-192.168.20.2-57031-53-17,192.168.20.2,53,192.168.20.129,57031,17,7/2/2020 15:42,Normal
6,0,215,1,1,36873,80,0,144,0,192.168.3.130-200.175.2.130-80-36873-6,200.175.2.130,36873,192.168.3.130,80,6,9/1/2020 16:30,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-8.201.132.37-0-0-0,8.201.132.37,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,43799,1,232,0,192.168.3.130-200.175.2.130-80-43799-6,192.168.3.130,80,200.175.2.130,43799,6,9/1/2020 16:32,Probe
17,0,-1,0,3,51168,53,0,24,32,192.168.20.133-192.168.20.2-51168-53-17,192.168.20.133,51168,192.168.20.2,53,17,5/2/2020 15:07,Normal
6,0,64240,0,1,50394,443,1,80,0,192.168.20.133-74.125.193.95-50394-443-6,192.168.20.133,50394,74.125.193.95,443,6,5/2/2020 14:03,Normal
17,0,-1,0,3,52817,53,0,24,32,192.168.20.133-192.168.20.2-52817-53-17,192.168.20.133,52817,192.168.20.2,53,17,5/2/2020 13:33,Normal
6,1,63,0,2,80,46471,1,232,0,192.168.3.130-200.175.2.130-80-46471-6,192.168.3.130,80,200.175.2.130,46471,6,9/1/2020 16:29,Probe
6,1,63,0,0,80,37914,1,64,0,192.168.3.130-200.175.2.130-80-37914-6,192.168.3.130,80,200.175.2.130,37914,6,9/1/2020 16:33,Probe
6,0,64240,1,1,51384,443,0,864,0,192.168.20.133-87.250.250.119-51384-443-6,192.168.20.133,51384,87.250.250.119,443,6,5/2/2020 12:07,Normal
0,0,-1,0,0,0,0,0,0,0,165.29.245.236-192.168.3.130-0-0-0,165.29.245.236,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,132.192.66.86-192.168.3.130-0-0-0,132.192.66.86,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,0,64240,1,0,37624,443,0,304,0,192.168.20.133-74.214.194.133-37624-443-6,192.168.20.133,37624,74.214.194.133,443,6,5/2/2020 14:53,Normal
17,0,-1,0,1,53,58120,0,8,95,192.168.20.129-192.168.20.2-58120-53-17,192.168.20.2,53,192.168.20.129,58120,17,7/2/2020 18:14,Normal
17,0,-1,0,3,46972,53,0,24,37,192.168.20.133-192.168.20.2-46972-53-17,192.168.20.133,46972,192.168.20.2,53,17,5/2/2020 12:30,Normal
6,0,64240,1,1,54024,443,0,764,0,185.127.17.56-192.168.20.133-443-54024-6,192.168.20.133,54024,185.127.17.56,443,6,5/2/2020 13:59,Normal
0,0,-1,0,0,0,0,0,0,0,128.200.9.197-192.168.3.130-0-0-0,128.200.9.197,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,0,80,39493,1,64,0,192.168.3.130-200.175.2.130-80-39493-6,192.168.3.130,80,200.175.2.130,39493,6,9/1/2020 16:32,Probe
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-214.148.226.237-0-0-0,214.148.226.237,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,0,215,1,1,42521,80,0,144,0,192.168.3.130-200.175.2.130-80-42521-6,200.175.2.130,42521,192.168.3.130,80,6,9/1/2020 16:29,Probe
6,1,63,0,2,80,42039,1,232,0,192.168.3.130-200.175.2.130-80-42039-6,192.168.3.130,80,200.175.2.130,42039,6,9/1/2020 16:32,Probe
6,0,64239,0,1,80,36854,1,20,0,192.168.20.133-2.19.153.106-36854-80-6,2.19.153.106,80,192.168.20.133,36854,6,4/2/2020 18:25,Normal
6,1,63,0,2,80,36273,1,232,0,192.168.3.130-200.175.2.130-80-36273-6,192.168.3.130,80,200.175.2.130,36273,6,9/1/2020 16:31,Probe
6,1,63,0,2,80,44909,1,232,0,192.168.3.130-200.175.2.130-80-44909-6,192.168.3.130,80,200.175.2.130,44909,6,9/1/2020 16:31,Probe
0,0,-1,0,0,0,0,0,0,0,183.238.21.181-192.168.3.130-0-0-0,183.238.21.181,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,0,80,32778,1,64,0,192.168.3.130-200.175.2.130-80-32778-6,192.168.3.130,80,200.175.2.130,32778,6,9/1/2020 16:33,Probe
0,0,-1,0,0,0,0,0,0,0,137.66.2.7-4.0.0.0-0-0-0,137.66.2.7,0,4.0.0.0,0,0,7/2/2020 18:31,Normal
17,0,-1,0,1,33234,53,0,40,31,192.168.20.133-192.168.20.2-33234-53-17,192.168.20.133,33234,192.168.20.2,53,17,7/2/2020 14:34,Normal
0,0,-1,0,0,0,0,0,0,0,150.122.84.241-192.168.3.130-0-0-0,150.122.84.241,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-217.5.189.60-0-0-0,217.5.189.60,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
17,0,-1,0,1,53,50319,0,8,95,192.168.20.129-192.168.20.2-50319-53-17,192.168.20.2,53,192.168.20.129,50319,17,7/2/2020 16:22,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-201.154.8.115-0-0-0,201.154.8.115,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
0,0,-1,0,0,0,0,0,0,0,164.187.216.227-192.168.3.130-0-0-0,164.187.216.227,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-31.238.111.183-0-0-0,31.238.111.183,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,132.184.23.88-192.168.3.130-0-0-0,132.184.23.88,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,0,80,35542,1,64,0,192.168.3.130-200.175.2.130-80-35542-6,192.168.3.130,80,200.175.2.130,35542,6,9/1/2020 16:32,Probe
6,0,0,1,0,33599,2972,0,60,0,192.168.3.130-200.175.2.130-2972-33599-6,200.175.2.130,33599,192.168.3.130,2972,6,9/1/2020 17:32,Probe
6,0,64240,1,1,34988,443,0,204,0,192.168.20.133-72.251.249.13-34988-443-6,192.168.20.133,34988,72.251.249.13,443,6,5/2/2020 12:07,Normal
0,0,-1,0,0,0,0,0,0,0,139.89.83.107-192.168.3.130-0-0-0,139.89.83.107,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,138.200.69.102-192.168.3.130-0-0-0,138.200.69.102,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-113.28.130.200-0-0-0,113.28.130.200,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-201.70.51.70-0-0-0,201.70.51.70,0,192.168.3.130,0,0,10/1/2020 5:57,DDoS
6,1,63,0,2,80,42521,1,232,0,192.168.3.130-200.175.2.130-80-42521-6,192.168.3.130,80,200.175.2.130,42521,6,9/1/2020 16:32,Probe
6,1,63,0,0,80,42943,1,64,0,192.168.3.130-200.175.2.130-80-42943-6,192.168.3.130,80,200.175.2.130,42943,6,9/1/2020 16:32,Probe
17,0,-1,0,0,60101,53,0,16,0,192.168.20.133-192.168.20.2-60101-53-17,192.168.20.133,60101,192.168.20.2,53,17,5/2/2020 15:05,Normal
0,0,-1,0,0,0,0,0,0,0,192.168.3.130-89.251.79.110-0-0-0,89.251.79.110,0,192.168.3.130,0,0,10/1/2020 5:56,DDoS
6,1,63,0,2,80,45197,1,232,0,192.168.3.130-200.175.2.130-80-45197-6,192.168.3.130,80,200.175.2.130,45197,6,9/1/2020 16:31,Probe
17,0,-1,0,3,57078,53,0,24,35,192.168.20.133-192.168.20.2-57078-53-17,192.168.20.133,57078,192.168.20.2,53,17,5/2/2020 13:40,Normal
6,1,63,0,0,80,44201,1,64,0,192.168.3.130-200.175.2.130-80-44201-6,192.168.3.130,80,200.175.2.130,44201,6,9/1/2020 16:33,Probe
